"STUDY_ID","REVIEWERS","INCLUDE","title","abstract","reviewer"
154,NA,"not vetted","Dissecting the Genetics of Early Vigour to Design Drought-Adapted Wheat","Due to the climate change and an increased frequency of drought, it is of enormous importance to identify and to develop traits that result in adaptation and in improvement of crop yield stability in drought-prone regions with low rainfall. Early vigour, defined as the rapid development of leaf area in early developmental stages, is reported to contribute to stronger plant vitality, which, in turn, can enhance resilience to erratic drought periods. Furthermore, early vigour improves weed competitiveness and nutrient uptake. Here, two sets of a multi-reference nested association mapping (MR-NAM) population of bread wheat (Triticum aestivum ssp. aestivum L.) were used to investigate early vigour in a rain-fed field environment for 3 years, and additionally assessed under controlled conditions in a greenhouse experiment. The normalised difference vegetation index (NDVI) calculated from red/infrared light reflectance was used to quantify early vigour in the field, revealing a correlation (p < 0.05; r = 0.39) between the spectral measurement and the length of the second leaf. Under controlled environmental conditions, the measured projected leaf area, using a green-pixel counter, was also correlated to the leaf area of the second leaf (p < 0.05; r = 0.38), as well as to the recorded biomass (p < 0.01; r = 0.71). Subsequently, genetic determination of early vigour was tested by conducting a genome-wide association study (GWAS) for the proxy traits, revealing 42 markers associated with vegetation index and two markers associated with projected leaf area. There are several quantitative trait loci that are collocated with loci for plant developmental traits including plant height on chromosome 2D (log(10) (P) = 3.19; PVE = 0.035), coleoptile length on chromosome 1B (-log(10) (P) = 3.24; PVE = 0.112), as well as stay-green and vernalisation on chromosome 5A (-log(10) (P) = 3.14; PVE = 0.115).","Marta"
155,NA,"not vetted","Soil, forage, and weed attributes following tillage in grazed no-tillage triticale pasture","Grazing annual forages in dryland cropping systems has been used to integrate crop and livestock systems, rejuvenate soils, enhance in-field nutrient cycling and soil organic carbon (SOC), and increase net returns by eliminating harvest expenses and feed delivery. However, cattle (Bos taurus) could potentially degrade soil physical properties by increasing compaction and reducing water infiltration in no-tillage (NT) systems. Minimum tillage (MT) may help correct some of these potential soil quality concerns. The objective of this study was to quantify MT effects on soil properties, forage mass, and weeds compared to NT in a grazed winter triticale [xTriticosecale Wittm. ex A. Camus (Secale x Triticum)] annual forage system from 2020 to 2022 near Jetmore, KS. The experiment had two tillage treatments, NT and MT (sweep plow to a depth of 5-13 cm twice during summer fallow), in a grazed continuous winter triticale cropping system. Bulk density was greater in June, pre-till (1.31 g cm-3), compared to August, post-till (1.23 g cm-3), across tillage treatments. The mean weight diameter of dry aggregates decreased, and wind-erodible fraction increased with MT. Across years, the mean weight diameter of water-stable aggregates was greater with NT compared to MT. The SOC stocks did not differ between tillage practices near the soil surface, but MT increased SOC at the 5- to 15-cm depth. Nitrate (NO3-N) concentration was 28% higher with MT compared to NT across depths at the August sampling time. Soil pH was slightly lower in NT (5.81) compared to MT (5.94). Penetration resistance was high due to frequently dry soil conditions, but there were no differences between tillage systems. Early-season forage biomass was greater in MT compared to NT in one out of two seasons. Our findings suggest that MT could be used to mitigate adverse effects of grazing on soil bulk density in NT systems but could cause short-term decreases in dry and wet aggregate stability and increased wind-erodible fraction.Minimum tillage (MT) decreased mean weight diameter of dry aggregates and increased wind erodibility. The mean weight diameter of water-stable aggregates was greater with no-tillage (NT) compared to MT. Soil organic carbon (SOC) stocks did not differ with tillage near the surface, but SOC with MT was greater than NT in the 5-15 cm. There were no differences in penetration resistance between tillage systems. MT increased early-forage biomass in one out of two seasons compared to NT.","Marta"
156,NA,"not vetted","A hybrid variable flux irrigation model for mitigating agroecological impacts of straw incorporation and furrow ridge system in rice-wheat rotations","Shifting from traditional puddled transplanted rice to mechanized drilled-seeding, combined with rotary straw mixing and furrow irrigation, has proven to be a crucial strategy for reducing methane emissions while optimizing resource utilization and productivity. However, this technique introduces other challenges, such as furrow runoff and soil erosion, which contribute to the degradation of ridge/bed soil quality, fertilizer loss, and transport of agroecological pollutants. Therefore, this study explores a hybrid variable flux irrigation (VFI) model as a decision support tool to mitigate these limitations by controlling soil anoxia and runoff in furrow-irrigated rice after straw incorporation. The approach integrates the Hydrus 2D/3D with optimal loop controllers to adjust pump operations based on specific soil moisture levels, variable flux, and furrow water flow depths. Experimental validation and a field case study were conducted in Babaiqiao, Nanjing City, China, where rotary straw mixing and furrow-ridge layouts were applied alongside dry rice seeding and soil hydraulic experiments. The performance indicators of the Hydrus 2D/3D variable flux demonstrated reliable simulation of lateral wetting rates and soil moisture content with R-2 of 0.79 and 0.89, corresponding RMSE values of 7.90 % and 7.60 %, and MRE values of 1.85 m/day and 0.07 cm(3)/cm(3), respectively. The VFI model proved effective, indicating that the optimal irrigation schedule consisted of three distinct supply regimes. During each cycle, the pump operated intermittently, running for approximately 2.66 hours. VFI led to a 33 % reduction in pumping energy costs while simultaneously mitigating soil anoxia and furrow runoff, thus a potential to reduce the environmental footprint of rice-wheat rotations. Although rice yields under drilled seeding were reduced by 9.56 % compared to flood irrigation due to heavy weed infestation, the VFI model provides valuable insights for promoting straw incorporation and implementing practical solutions that support optimal water utilization and sustainable productivity.","Marta"
157,NA,"not vetted","Arid agroecosystem plant diversity results from habitat-specific traditional management","In the arid landscapes of South Morocco's Saharan fringe, traditional agroecosystems stand out for their rich diversity of segetal vegetation. This study examines the segetal flora of these unique agroecosystems, investigating their richness, community characteristics and composition. We collected 155 releves in fields located in the Guelmim province comprising three agroecosystem types: Oases, terraced and floodplain fields (fa & iuml;d). We found 221 vascular plant species including seven regional endemics and one nationally very rare species. Using TWINSPAN, we identified three plant communities, each restricted to a specific agroecosystem type, displaying differences in species composition, floristic status, life-form and biogeographical spectra. Oasis vegetation had the highest overall number of species, terraced fields had the highest diversity, and therophytes were dominant across all communities, with fa & iuml;ds being the most therophyte-rich. The pan-Mediterranean chorotype dominated all three community types. Apophytes dominated, particularly in fa & iuml;d and terraced fields, surpassing oasis fields rich in ruderals. We found that traditional cereal agroecosystems in southern Morocco harbor species-rich segetal plant communities created by habitat-based land-use systems. Our results highlight the significance of agricultural practices and local abiotic factors in shaping the agroecosystems, which are adapted to arid environments and sensitive to environmental and social changes.","Marta"
158,NA,"not vetted","Effect of Nitrogen and Seeding Rate on β-Glucan, Protein, and Grain Yield of Naked Food Barley in No-Till Cropping Systems in the Palouse Region of the Pacific Northwest","Barley (Hordeum vulgare L.) has a storied history as a food crop, and it has long been a dietary staple of peoples in temperate climates. Contemporary research studies have focused mostly on hulled barley for malt and animal feed. As such, nitrogen (N) and seeding rate agronomic data for naked food barley are lacking. In this study, we evaluated the effects of N on ss-glucan and protein content, and N and seeding rate on phenotypic characteristics of naked food barley, including grain yield, emergence, plant height, days to heading, days to maturity, test weight, percent plump kernels, and percent thin kernels. Experiments were conducted at two no-till farms, located in Almota, WA, and Genesee, ID, in the Palouse region of the Pacific Northwest from 2016 to 2018. The experiment comprised two varieties (Havener and Julie), employed N rates of 0, 62, 95, 129, and 162 kg N ha(-1), and seeding rates of 250, 310, and 375 seeds/m(-2). Increased N fertilization rate was shown to significantly increase all response variables, except beta-glucan content of the variety Julie, days to heading, test weight, and percent plump and thin kernels. Increased N fertilization resulted in higher mean grain yield of Havener and Julie in both Almota and Genesee up to 95 kg N ha(-1). Havener had higher yields (3,908 kg N ha(-1)) than Julie (3,099 kg N ha(-1)) across locations and years. Julie had higher beta-glucan (8.2%) and protein (12.6%) content compared to Havener (beta-glucan = 6.6%; protein = 9.1%). Our results indicate that beta-glucan content is associated with genotype, environmental, and agronomic factors in dryland cropping systems of the Palouse.","Marta"
159,NA,"not vetted","Millets and sorghum as promising alternatives to maize for enhancing climate change adaptation strategies in the Mediterranean Basin","Context: Climate change is increasingly requiring the adoption of both climate-resilient alternative crops and sustainable management practices. Millets and sorghum are increasingly recommended as alternatives to maize in addressing these issues, yet there are no studies comparing the environmental impacts of food-crop millets and sorghum with maize, under sustainable management in Mediterranean area. Objective: The present study examined for the first time the environmental and economic impacts, as well as agronomic performances, of rainfed cultivated proso millet, sorghum and maize over a three-year period under challenging climatic conditions in Emilia-Romagna region, Italy. Methods: Different kinds of trials were realized during three years of experimentation in one location in Ravenna province. The first trial aimed to compare proso millet, sorghum and maize agronomical performances and water use efficiency in a low-input system. The second trial aimed to compare soil fertility and biodiversity impacts of two different agronomical management systems (low-input and high input) for the summer crops previously described. Soil basic fertility parameters were monitored and ground dwelling arthropods were collected and analyzed using pitfall traps. The last trial of this study intended to evaluate the environmental and economic performances of the previous cereal crops cultivated in the low-input and high-input systems, applying the Life Cycle Assessment (LCA) and the Life Cycle Costing (LCC) methodologies. Results: Both organic sorghum and millet showed high potential as viable summer-crop alternatives, not only to organic maize, based on yield, water use efficiency, disease tolerance and weed competition, but also to conventional maize, based on reduced environmental and economic impacts. Positive land impacts including improved beneficial arthropod abundances and preserved soil fertility were evident under organic management. In fact, the comparative LCA and LCC, carried out with primary data from conventionally cultivated maize and sorghum within central-north Italy and the organic experimental field under investigation, showed that the Global Warming and Eutrophication Potential, were comparable between the organically cultivated crops and significantly lower than conventional maize and sorghum. Conclusions: The results highlighted the potential of sorghum and millet cultivation as rainfed summer-crop alternative to maize in climate-change context, especially in low-input agronomical systems. In particular, under rainfed, organic management over three years, proso millet yielded consistently. Implications: Under the sustainable practices of the present study, proso millet outperformed maize for yield and WUE stability, as well as potential costs saved, related to the production amount per unit area and potential revenue.","Marta"
160,NA,"not vetted","HERBICIDAL POTENTIAL OF DRYLAND PLANTS ON GROWTH AND TUBER SPROUTINGIN PURPLE NUTSEDGE (Cyperus rotundus)","In the current study the herbicidal potential of different dryland plant species to suppress tuber sprouting and growth in the purple nutsedge (Cyperus rotundus) was investigated. The plant species evaluated were Fagonia indica, Aerva javanica, Calotropis procera, Rhazya stricta and Withania coagulans. In a greenhouse experiment, 5 sprouted and 5 non-sprouted tubers of nutsedge were planted in pots containing 250g field-collected soil. Pots were irrigated regularly with aqueous extracts of test plants at five concentrations (0, 25, 50, 75 and 100%; original extract was concentrated 20 times and was considered as 100% concentrated and further concentrations were made accordingly). Extracts of all test plants significantly inhibited nutsedge tuber sprouting and growth. A significant interaction was observed between sprouting index (SI) and final sprouting percentage. While a non-significant interaction was observed between the timing of sprouting initiation and mean sprouting time (MST). Maximum reductions in SI and final sprouting percentage were recorded with Rhazya stricta extracts. Extracts of Rhazya stricta showed maximum suppressive potential of nutsedge density, root and shoot length, root and shoot fresh and dry weight. Overall, the least effective suppression of purple nutsedge was observed for extracts of Fagonia indica. Calotropis procera extracts resulted in the lowest reductions in nutsedge root length of all test plants but all test plants showed similar effects on timing of sprouting initiation and mean sprouting time. The 100% and 75% concentrations provided complete suppression of nutsedge. For all test plants, the 25% extract concentration was least effective and in some cases results were similar to the water-only control treatment. Our findings suggest that several dryland plant species with strong allelochemical properties have the potential to substantially reduce the deleterious impacts of purple nutsedge in dryland cropping systems and warrant further study.","Marta"
161,NA,"not vetted","Suicidal germination as a control strategy for Striga hermonthica (Benth.) in smallholder farms of sub-Saharan Africa","Societal Impact Statement Infestation by the parasitic plant Striga hermonthica is a severe threat to food security in sub-Saharan Africa, impacting the production of the major staple crops pearl millet and sorghum, equating to 7-10 billion $ losses. Using Striga seed dependency on host-released germination stimulants, we have developed and validated a method for addressing the problem of accumulated parasite seedbanks-the major obstacle in combating Striga infestation in African rain-fed fields. Application of our method promises to alleviate the problem posed by this pernicious weed by increasing crop production for smallholder farmers.SummaryThe root parasitic plant Striga hermonthica is a major threat to global food security, causing enormous losses in yields of the main staple crops in sub-Saharan Africa, which include pearl millet, sorghum, maize and rice. Sustainable Striga control should ideally lead to the depletion of the vast, long-lived Striga seedbank, and this can be achieved by inducing suicidal seed germination through application of strigolactone (SL) analogs in the absence of host plants. However, this suicidal germination strategy has not been evaluated under the natural rain-fed conditions that prevail in Striga-prone regions. We have developed and validated a protocol for suicidal germination in laboratory and natural conditions in Striga-infested rain-fed African fields. Three SL analogs were tested and these resulted to between 65% and 55% reduction in Striga emergence in pearl millet and sorghum fields, respectively. We conclude that suicidal germination is an effective method for reducing the Striga seedbank. Moreover, the minimal demands of our protocol, in terms of water consumption and amount of selected SL analogs, make it affordable and applicable at a large scale in African rain-fed agriculture, holding promise for sustainable cleaning of heavily Striga-infested fields in sub-Saharan Africa.","Marta"
162,NA,"not vetted","Precision variable rate nitrogen for dryland farming on waterlogging Riverine Plains of Southeast Australia?","Precision agriculture, using satellite navigation, has grown in popularity around the world. Because of its practical uses for land preparation, sowing, nutrient applications, pest (weed, pathogen, invertebrate) management, stress sensing and harvest recording, many major equipment manufacturers include precision variable rate capability as standard fittings. GIS (Geographic Information System) maps may include georeferenced soil chemistry information and detailed historical harvest yield data. We integrate such data to examine Precision Variable Rate Nitrogen (PVRN) applications with whole-farm management information and rainfall records in a district where waterlogging frequently reduces crop yields.Given wide variations in growing season rainfalls (GSR) and soils in the district, we test year-to-year stability of rainfed crop-yield rankings over time on 90x90m GIS grid-areas in large paddocks (over 100 ha). Variations in historical yield-quartile rankings of grid-areas across GSR levels over time are observed; some areas yield best at some GSR levels but not others, such that the best-yielding part of a paddock one year may be poorest in the next.We answer the question: Why would a farmer in this district choose to apply a uniform moderate rate of N to a paddock at sowing even though in possession of precision variable rate-capable (PVR) equipment, georeferenced electromagnetic conductance (EM38) data and crop-yield map data for that paddock in many past seasons? We show that soil conditions in the study district challenge the economic value of PVRN versus uniform rates in farming systems prone to waterlogging.If full-season GSR were reliably predictable early in the season, applications of N could be based on a rule calling for 40 kg/ha N/t of attainable yield at that GSR and grid-area EM38 level, minus sampled soil-N. Unfortunately, GSR is notoriously unpredictable.We simulate whole-farm financial risk profiles (CDFs of simulated decadal cash margins with varying prices and yields, minus all variable, fixed and capital costs) assuming moderate uniform N rates, as practiced in the study area, on two model farms; one with low and one with high-fixed-costs, given historical variations in GSR and prices. Assuming PVRN requires annual geo-referenced soil nutrient sampling of each hectare, these added costs could be covered by a 1% increase in yields across all wheat and canola crops or a 7% decrease in applied N. We cannot reject the null hypothesis that PVRN is no more profitable than uniform applications in this district. Near-real-time NDVI may lower the cost of PVRN for late applications.","Marta"
163,NA,"not vetted","Genetic diversity of East and West African Striga hermonthica populations and virulence effects on a contrasting set of sorghum cultivars","The root hemiparasite Striga hermonthica causes very significant yield loss in its dryland staple cereal host, Sorghum bicolor. Striga-resistant sorghum cultivars could be an important part of integrated S.hermonthica control. For effective resistance breeding, knowledge about the diversity of the parasite is essential. This study aimed (i) to determine the genetic diversity within and between seven S.hermonthica populations from East and West Africa using 15 microsatellite markers and (ii) to assess the virulence and host-parasite interactions of these Striga populations grown on 16 diverse sorghum genotypes in a glasshouse trial. Most of the genetic variance (91%) assessed with microsatellite markers occurred within S.hermonthica populations. Only a small portion (8%) occurred between regions of origin of the populations. A positive correlation (R-2=0.14) between pairwise geographic and genetic distances reflected the slightly increasing differentiation of S.hermonthica populations with increasing geographic distance. East African S.hermonthica populations, especially those from Sudan, had significantly greater average infestation success across all sorghum genotypes than West African populations. Some specific host-parasite interaction effects were observed. The high genetic variation among individuals of each S.hermonthica population underlines the high potential adaptability to different hosts and changing environments. This points to the need to manage sorghum resistance alleles in space and time and to employ resistant varieties as part of integrated S.hermonthica control, so as to hinder the parasite overcoming resistance.","Marta"
164,NA,"not vetted","Molecular identification and functional analysis of a maize (Zea mays) DUR3 homolog that transports urea with high affinity","Successful molecular cloning and functional characterization of a high-affinity urea permease ZmDUR3 provide convincing evidence of ZmDUR3 roles in root urea acquisition and internal urea-N-remobilization of maize plants.Urea occurs ubiquitously in both soils and plants. Being a major form of nitrogen fertilizer, large applications of urea assist cereals in approaching their genetic yield potential, but due to the low nitrogen-use efficiency of crops, this practice poses a severe threat to the environment through their hypertrophication. To date, except for paddy rice, little is known about the biological basis for urea movement in dryland crops. Here, we report the molecular and physiological characterization of a maize urea transporter, ZmDUR3. We show using gene prediction, PCR-based cloning and yeast complementation, that a functional full-length cDNA encoding a 731 amino acids-containing protein with putative 15 transmembrane alpha-helixes for ZmDUR3 was successfully cloned. Root-influx studies using N-15-urea demonstrated ZmDUR3 catalyzes urea transport with a K (m) at similar to 9 A mu M when expressed in the Arabidopsis dur3-mutant. qPCR analysis revealed that ZmDUR3 mRNA in roots was significantly upregulated by nitrogen depletion and repressed by reprovision of nitrogen after nitrogen starvation, indicating that ZmDUR3 is a nitrogen-responsive gene and relevant to plant nitrogen nutrition. Moreover, detection of higher urea levels in senescent leaves and obvious occurrence of ZmDUR3 transcripts in phloem-cells of mature/aged leaves strongly implies a role for ZmDUR3 in urea vascular loading. Significantly, expression of ZmDUR3 complemented atdur3-mutant of Arabidopsis, improving plant growth on low urea and increasing urea acquisition. As it also targets to the plasma membrane, our data suggest that ZmDUR3 functions as an active urea permease playing physiological roles in effective urea uptake and nitrogen remobilization in maize.","Marta"
165,NA,"not vetted","Millet dominance and rice resilience at the Shang's eastern frontier: Climate, cultural interaction, and agricultural adaptation (1300-1046 BCE)","The Haidai region, renowned for its Neolithic cultural fluorescence (Dawenkou-Longshan traditions), underwent sociopolitical reorganization during the Yueshi period (ca. 1900-1500 BCE). Late Shang (1300-1046 BCE) expansion into Northern Shandong, driven by the Shang polity's control over Laizhou Bay salt resources, catalyzed regional revitalization, yet the agricultural foundations of this transformation remain poorly defined. Through AMS 14C dating, systematic analysis of carbonized plant remains from the Chengxixincun site, and synthesis of regional archaeobotanical datasets, we reconstruct Late Shang agricultural practices in Northern Shandong. Results of the site reveal a foxtail millet (Setaria italica)-dominated dryland system (93.24 % by count; 92.78 % ubiquity), supplemented by broomcorn millet (Panicum miliaceum, 6.12 %), with wheat (Triticum aestivum), soybean (Glycine max), and rice (Oryza sativa) as marginal crops. Weed and fruit remains attest to complementary wild resource exploitation. Comparative analysis demonstrates that Northern Shandong transitioned from Longshan-era rice-millet systems to intensified millet agriculture during Yueshi-period aridification (impact of the 4.2 ka BP event), later amplifying foxtail millet's dominance under Late Shang climatic amelioration and Central Plains agrotechnical diffusion. Crucially, rice cultivation-though never recovering Longshanera prominence-persisted regionally (1.40 %), contrasting sharply with its near absence in contemporaneous Central Plains sites (0.03 %). This trajectory underscores the resilience of regional agricultural traditions amid climatic fluctuations and their negotiated adaptation to Shang cultural expansion, as ecological constraints and imperial resource demands shaped divergent agricultural pathways. By bridging archaeobotanical data with climatic and cultural proxies, this study establishes the first empirical model of agricultural adaptation in Shang frontier zones, redefining understandings of subsistence resilience and resource politics in early territorial states.","Marta"
166,NA,"not vetted","First Report of Curvularia intermedia Causing Leaf Blight Disease on Microstegium vimineum in China",NA,"Marta"
167,NA,"not vetted","Transcriptional profiling reveals that a MYB transcription factor MsMYB4 contributes to the salinity stress response of alfalfa","MYB transcription factors are important regulators of the plant response to abiotic stress. Their participation in the salinity stress of the key forage legume species alfalfa (Medicago sativa) was investigated here by comparing the transcriptomes of the two cultivars Dryland (DL) and Sundory (SD), which differed with respect to their ability to tolerate salinity stress. When challenged by the stress, DL plants were better able than SD ones to scavenge reactive oxygen species. A large number of genes encoding transcription regulators, signal transducers and proteins involved in both primary and secondary metabolism were differentially transcribed in the two cultivars, especially when plants were subjected to salinity stress. The set of induced genes included 17 MYB family of transcription factors, all of which were subsequently isolated. The effect of constitutively expressing these genes on the salinity tolerance expressed by Arabidopsis thaliana was investigated. The introduction of MsMYB4 significantly increased the plants' salinity tolerance in an abscisic acid-dependent manner. A sub-cellular localization experiment and a transactivation assay indicated that MsMYB4 was deposited in the nucleus and was able to activate transcription in yeast. Based on this information, we propose that the MsMYB4 products is likely directly involved in alfalfa's response to salinity stress.","Marta"
168,NA,"not vetted","Grain sorghum productivity as affected by nitrogen rates and available soil water","Despite greater drought tolerance, soil water stress and low soil nitrogen (N) are major factors that affect sorghum (Sorghum bicolor) productivity and profitability in dryland environments. The main objective of this study was to determine the effects of available soil water at planting and N fertilizer on grain sorghum yield and net return. The study was conducted near Hays, KS, from Summer 1971 to Fall 2002. Treatments were four N rates (0, 22, 45 and 67 kg N ha(-1)) and depth of moist soil determined prior to sorghum planting each year. Results showed a -0.96, 14.4, 29.3, and 36.5 kg ha(-1) yield change per kg N applied for very low yielding (yield < 1,269 kg ha(-1)), low yielding (1,269< yield <2,611), high yielding (2,611< yield <3,986), and very high yielding (yield > 3,986 kg ha(-1)) environments, respectively. Sorghum yield increased by rates of 9.6 and 20.4 kg ha(-1) per mm increase in available soil water (ASW) at planting for 0 and 67 kg N ha(-1), respectively. A multilinear function showed that grain yield increased by 20 kg ha(-1) for each kg N ha(-1) applied, by 15 kg ha(-1) for each mm increase in ASW, and by 0.67 kg ha(-1) for each mm increase of in-season precipitation (ISP). Net return was negative for all environments when depth of moist soil at planting was <= 76 cm. We concluded that ASW prior to planting is critical for sorghum production and can be used to adjust sorghum N fertilizer rates early in the season.","Marta"
169,NA,"not vetted","Conservation Agriculture in the drylands of the Middle East and North Africa (MENA) region: Past trend, current opportunities, challenges and future outlook","Conventional tillage coupled with monocropping and limited recycling of crop residues along with increased pressure from human and livestock population has led to the degradation of the soil, water resources, and the environment in the Middle East and North Africa (MENA). Conservation Agriculture (CA) considered as climate-smart agriculture, strives to achieve acceptable profits along with high and sustained production levels while concurrently conserving and regenerating soils and protecting the environment. The objectives of this paper are to review and synthesize available findings on CA, its past trends, current opportunities and challenges, evidence on potential benefits from its adaptation, to discuss its future outlook, and to make relevant recommendations for interventions and novel research needs for its wider diffusion in the region.In MENA, major research on CA has been mainly conducted in Morocco, Tunisia, Iran, and Syria, while Jordan, Lebanon, Iraq, Egypt embarked CA research fairly recently. About 25-40% out of the 53 million hectares total arable land is estimated to be suitable for CA in the region. In recent years a growing number of studies carried under a range of climatic, soil, management and cropping conditions in many countries of MENA reported several benefits including higher and more stable yields and profits, reduced risks of crop loss, labor requirements, soil erosion, and improved soil moisture and quality under CA system. Despite its benefits, adoption of CA in MENA is still very low for various reasons including: lack of affordable and well-adapted seeders, the complexity of the CA system which posed a major challenge for mostly uneducated farmers to comprehend, ill-conceived policies that promote cereal intensification hence inadvertently promote monocropping, tradeoffs between residue retention and livestock feed, lack of adequate policy and institutional framework and incentives to enhance farmers' adoption, and the private sector's active involvement in the dissemination of CA. The wider acceptance of CA requires the development of affordable and versatile no-till seeder alongside the implementation of integrated crop management practices. CA-based bundled agronomic management practices must be tailored to the biophysical and socio-economic environment. Finally, effective strategies for upscaling CA in MENA has to be developed by taking into consideration the unique features of the region. Despite the daunting past adoption trends and current challenges, we predict a bright future for CA in the region due to several factors including: rising energy prices and wage rates, the emergence of younger and more educated farmers, the advent of climate change, the increasing awareness on the degradation of land and water resources among farmers and policy makers, changes in dietary preferences subsequently increasing trends in demand and prices of legumes are expected to increase the desirability of CA and enhance its wider diffusion in MENA.","Marta"
170,NA,"not vetted","Status quo and challenges of rice production in sub-Saharan Africa","Rice production in sub-Saharan Africa (SSA) has increaed ten-fold since 1961, whereas its consumption has exceeded the production and the regional self-sufficiency rate is only 48% in 2020. Increase in rice production has come mainly from increased harvested area. Yield increase has been limited and the current average yield in SSA is around 2 t ha(-1). This paper aims to provide the status quo of (i) current rice production and its challenges, (ii) selected achievements in rice agronomy research mainly by the Africa Rice Center and its partners, and (iii) perspectives for future research on rice agronomy in SSA. The major problems confronting rice production include low yield in rainfed environments, accounting for 70% of the total rice harvested area. Rainfed rice yields are strongly affected by climate extremes such as water stresses, soil-related constraints, and sub-optimum natural resource management and crop management practices by smallholder farmers including poor water management, and suboptimal use of fertilizers, herbicides, and machineries. For alleviating these constraints, a wide range of technologies have been developed and introduced over the last three decades. These include water conservation technologies in rainfed and irrigated lowland rice, site-specific nutrient management practices, decision support tools such as crop growth simulation models, and labor-saving technologies. We conclude that further research efforts are needed to develop locally adapted agronomic solutions for sustainable intensification, especially in rainfed rice to enhance the resilience to climate change and increase land and labor productivity and sustainability of rice cultivation in SSA.","Marta"
171,NA,"not vetted","Canola rotation effects on soil water and subsequent wheat in the Pacific Northwest USA","Farmers in Mediterranean climate regions are increasingly growing canola (Brassica napus L.) in wheat (Triticum aestivum L.)-based systems to break soil-borne pathogen disease cycles, control weeds, and enhance crop marketing opportunities. A 6-year rainfed cropping systems experiment was conducted near Ritzville, Washington USA from 2015 to 2021. The objective was to compare performance of winter and spring canola, winter triticale (x Triticosecale Wittmack) (WT), and winter wheat (WW) and measure their effects on soil water dynamics and subsequent performance of spring wheat (SW). Overwinter soil water gain in canola stubble was significantly reduced compared to water gain in WT and WW stubble. The more winter precipitation, the greater the differences in soil water among treatments in early spring. There was a trend in all years for diminished overwinter soil water gain in canola stubble. Averaged over years, grain yield of SW was 1940, 2340, and 2210 kg/ha grown on canola, WT, and WW stubble, respectively (p = 0.045). Coefficients of determination from regression analysis conducted each year showed a high correlation between water content in the 180 cm profile in early spring and SW grain yield, except in one year of extreme drought. This paper provides a first report in a Mediterranean climate region of decline in wheat grain yield after canola versus after a cereal crops, primarily due to reduced overwinter soil water storage.","Marta"
172,NA,"not vetted","Analysing spatial correlation of weeds and harvester ants in cereal fields using point processes","The interaction between the spatial distribution of weed richness and weed cover and the spatial location of harvester ant nets was investigated in cereal fields. The understanding of such interdependencies can be relevant to understand weed population dynamics in dryland cereal fields and may enhance management strategies for weed control. We used spatial statistical tools derived from point process theory. In particular, we compared the two spatial configurations by assuming two different point patterns. We did so by replacing the random weed fields by a related point pattern and comparing it with the point pattern of harvester ants. Our results suggest that areas with a high density of ant nests are, in this case study, in areas with low weed richness and that large nests have a greater impact than small nests. Considering that only one field was analysed, preserving and enhancing regular ant nest distributions, especially of large nests, might have an impact on depleting weeds and consequently enhancing weed control.","Marta"
173,NA,"not vetted","DOWNY BROME CONTROL IN DRYLAND WINTER-WHEAT WITH STUBBLE-MULCH FALLOW AND SEEDING MANAGEMENT","Differences in downy brome (Bromus tectorum L.) control had been observed under field conditions of eastern Idaho [USA] when dates of stubble-mulch tillage, final rod weeding and winter wheat (Triticum aestivum L.) planting were varied. This field-plot experiment on Tetonia silt loam (Pachic Cryoboroll-coarse silty, mixed) tested the degree of downy brome control obtained with 3 initial stubble-mulch tillage dates, 2 final rod weeding dates, and 3 winter wheat planting dates. Downy brome was best controlled with a combination of initial tilling early in the spring and a final rod weeding just before the late (15 Sept.) wheat planting date. The early tillage killed downy brome before they produced seed. This also resulted in sufficient soil moisture retention in the seed zone for fall germination of other downy brome seeds, which were then killed by the final rod weeding just before the late wheat planting. A reduction in natural downy brome emergence was observed at later fall dates. This was confirmed in a separate field-plot experiment (Portneuf silt loam, xerollic Calciorthid, coarse, silty, mixed) where downy brome seed was planted at several dates, and helped explain some of the benefits of the mentioned late rod weeding and planting treatment. These procedures incorporating stubble-mulch fallow are recommended, as normally practiced moldboard plowing creates an erosion hazard.","Marta"
174,NA,"not vetted","Detecting and Explaining Long-Term Trends in a Weed Community in a Biennial Cereal-Legume Rotation","The technique of Dynamic Factor Analysis (DFA), which aims to reduce the dimensionality of time-series data, was utilized in order to model the changes over time in eight different long-time-series weeds (26 years) growing in a biennial cereal-legume rotation. The aim of the present study was to determine the existence of long-term trends in a weed community and to identify the factors that determine them. A common trend was extracted that captured the main signal of abundance over time, indicating latent influences affecting all species. Canonical correlation analysis showed strong associations between the common trend and specific weed species, suggesting differential responses to this latent factor. Local (temperature and precipitation) and global weather factors (North Atlantic Oscillation (NAO)) were considered as explanatory variables to explain the common trend. The local weather variables considered did not play a significant role in explaining the commonly observed trend. Conversely, NAO showed a significant relationship with the weed community, indicating its potential role in shaping long-term weed dynamics. DFA was found to be useful for studying the variability in multivariate weed time-series without the need for detailed a priori information on the underlying mechanisms governing weed population dynamics. Overall, this study provided valuable insights into the long-term drivers of weed dynamics and set the stage for future research in this area.","Marta"
